timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-07-17T22:14:58,xai-energy-grid-training,3ac39354-bd8a-4424-ba51-fe8fc41a693d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.230297292000614,8.004080521661272e-07,3.588795337002574e-07,4.031850496000001,0.0,3.0,1.9316462731365814e-06,0.0,1.4372304516534012e-06,3.3688767247899826e-06,0.0,United Kingdom,GBR,england,,,macOS-26.5.1-arm64-arm-64bit,3.11.15,3.2.8,10,Apple M4,0,,-2.1871,52.999,16.0,machine,0,0,0,0,N,1.0,0.0
